schoolnummer,intern_vplnummer,net,naam,hoofdzetel,adres,straat,huisnummer,busnummer,postcode,gemeente,niscode,provinciecode,provincie,VWO-vestigingsplaatscode,crab-code,crab-huisnr,lx,ly,kbo-nummer,telefoon,fax,e-mail,website,beheerder(s),soort instelling,onderwijsniveau,instellingstype,begindatum,einddatum,status erkenning,clb,bestuur,scholengemeenschap,taalstelsel,ingerichte hoofdstructuren
112953,1,Gemeenschapsonderwijs,GO! basisschool De Wegwijzer Assenede,True,"Leegstraat 18, 9960 Assenede",Leegstraat,18,,9960,Assenede,43002,4,Oost-Vlaanderen,,66817,1880419,106785,213480,"""KBO  0267.383.666""",09 344 67 84,,directie@dewegwijzer-assenede.be,www.dewegwijzer-assenede.be,STURBAUT Marjan,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114462,114025,121301,Nederlandstalig,211-111
112979,3,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Cauwerburg 2, 9140 Temse",Cauwerburg,2,,9140,Temse,46025,4,Oost-Vlaanderen,,78225,848542,138418,201743,"""KBO  0420.851.920""",03 771 32 47,,directeur@edu.heiligharttemse.be,www.heiligharttemse.be,VAN CLEEMPUT Peter,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,115022,963918,121228,Nederlandstalig,211-111
113076,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - St.-Augustinus-,True,"Stasegemdorp 32, 8530 Harelbeke",Stasegemdorp,32,,8530,Harelbeke,34013,3,West-Vlaanderen,,51777,1141023,75666,169572,"""KBO  0445.115.974""",056 20 37 76,,info@augustinusschool.be,www.augustinusschool.be,Bossuyt Brecht,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114744,974031,119461,Nederlandstalig,211-111
113217,1,Officieel gesubsidieerd onderwijs,Stedelijke Kleuterschool - De Gummi's - De Toverboom,True,"Sint-Gummarusstraat 2, 2060 Antwerpen",Sint-Gummarusstraat,2,,2060,Antwerpen,11002,1,Antwerpen,,2622,1011557,153512,212719,"""KBO  0824.037.071""",03 432 92 50,,degummis@so.antwerpen.be,www.stedelijkonderwijs.be/degummis,NEVELSTEEN An,Onderwijsinstelling,BaO,Autonome kleuterschool,01/09/1999,31/12/4444,S,114215,128728,119751,Nederlandstalig,111-111
113571,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Lagere School OK IDO,True,"Vijfwegenstraat 19, 8840 Staden",Vijfwegenstraat,19,,8840,Staden,36019,3,West-Vlaanderen,,58616,2147369,54539,181172,"""KBO  0207.488.344""",051 77 91 12,,gemeenteschool@staden.be,www.gemeenteschoolokido.be,CALLEWAERT Katelijn,Onderwijsinstelling,BaO,Autonome lagere school,01/09/1999,31/12/4444,S,114488,975359,119172,Nederlandstalig,211
113589,3,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - De Oogappel Appelterre,True,"Appelterre-Dorp 48, 9400 Ninove",Appelterre-Dorp,48,,9400,Ninove,41048,4,Oost-Vlaanderen,,63388,64264,121734,167484,"""KBO  0207.441.527""",054 32 15 89,,appelterre@sbsninove.be,www.sbsninove.be,Van den Abeele Gerda,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114538,976019,120981,Nederlandstalig,211-111-211
113613,1,Gemeenschapsonderwijs,GO! freinetschool De Speelplaneet Gijzegem,True,"Meersstraat 10, 9308 Aalst",Meersstraat,10,,9308,Aalst,41002,4,Oost-Vlaanderen,,61961,1735797,127960,186260,"""KBO  0850.037.724""",053 41 62 70,,directie@bsdespeelplaneet.be,www.freinetschooldespeelplaneet.be,D'Herde Jessy,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114439,113985,121012,Nederlandstalig,111-211
113621,1,Gemeenschapsonderwijs,GO! freinetschool De Boomhut Sint-Andries,True,"Koning Leopold III-laan 102, 8200 Brugge",Koning Leopold III-laan,102,,8200,Brugge,31005,3,West-Vlaanderen,,45501,3011188,67354,209580,"""KBO  0267.384.458""",050 39 68 90,0486 92 72 75,directie.deboomhut@sgimpact.be,www.deboomhut-freinetschool.be,Duyck Ellen,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114471,114041,120634,Nederlandstalig,211-111
113639,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Wiznitz,True,"Belgiëlei 32, 2018 Antwerpen",Belgiëlei,32,,2018,Antwerpen,11002,1,Antwerpen,,294,1772775,153683,210945,"""KBO  0860.594.787""",03 218 40 90,,wiznitz@scarlet.be, ,WEISS Abraham,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114256,123406,,Nederlandstalig,211-111
113662,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool 't piepelke,True,"Vlinderhof 1, 3740 Bilzen",Vlinderhof,1,,3740,Bilzen,73006,7,Limburg,,168156,4174838,230526,174679,"""KBO  0879.035.675""",089 51 14 57,,directie@tpiepelke.be,www.tpiepelke.be,Le Jeune Ingrid,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114918,124701,122127,Nederlandstalig,111-211
113712,0,Gemeenschapsonderwijs,GO! Centrum voor Volwassenenonderwijs hét CVO Pro,True,"Keizersplein 19, 9300 Aalst",Keizersplein,19,,9300,Aalst,41002,4,Oost-Vlaanderen,,61830,2822844,126539,180814,"""KBO  2148.526.541""",053 46 19 00,,stany.meskens@cvopro.be,www.hetcvopro.be,"Meskens Stany, Tsiobbel Bart",Onderwijsinstelling,VWO,Centrum voor Volwassenenonderwijs,01/04/1975,,,,113985,,,317-417-417-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317-317
114091,1,Vrij gesubsidieerd onderwijs,Vrije basisschool - Rudolf Steinerschool - Brussel,True,"Sint-Janskruidlaan 14, 1070 Anderlecht",Sint-Janskruidlaan,14,,1070,Anderlecht,21001,B,Brussels Hoofdstedelijk Gewest,,19024,2804659,144016,167010,"""KBO  0422.069.368""",02 521 04 92,,directie@steinerschoolbrussel.be,www.steinerschoolbrussel.be,Vromart Griet,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114512,107326,119925,Nederlandstalig,111-211
114124,1,Gemeenschapsonderwijs,GO! freinetschool De Boomhut Alsemberg,True,"Oude Postweg 76, 1652 Beersel",Oude Postweg,76,,1652,Beersel,23003,V,Vlaams-Brabant,,24783,1034341,147830,159584,"""KBO  0267.377.629""",02 356 45 65,,directie@boomhut.be,www.boomhut.be,WIEDIJK Ruben,Onderwijsinstelling,BaO,Basisschool,01/09/1999,31/12/4444,S,114331,113878,129049,Nederlandstalig,211-111
115221,1,Vrij gesubsidieerd onderwijs,Regina-Caelilyceum E.G.,True,"Rozenlaan 45, 1700 Dilbeek",Rozenlaan,45,,1700,Dilbeek,23016,V,Vlaams-Brabant,,25275,2299665,143649,170224,"""KBO  0408.575.777""",02 568 18 18,,maria.kestens@erce.be,www.reginacaeli.be,Kestens Maria,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114512,970401,113464,Nederlandstalig,311
115238,1,Gemeenschapsonderwijs,GO! atheneum Zottegem,True,"Meerlaan 25, 9620 Zottegem",Meerlaan,25,,9620,Zottegem,41081,4,Oost-Vlaanderen,,64170,1785287,110546,172810,"""KBO  0850.037.625""",09 326 78 40,,info@kaz.be,www.kaz.be,Meul Marijke,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114447,113993,111633,Nederlandstalig,311-311-311
115253,1,Vrij gesubsidieerd onderwijs,Sint-Franciscuscollege 1,True,"Minderbroedersstraat 11, 3550 Heusden-Zolder",Minderbroedersstraat,11,,3550,Heusden-Zolder,71070,7,Limburg,,117426,676255,216390,193039,"""KBO  0432.870.121""",011 52 07 20,,info@sfc.be,www.sfc.be,Koninckx Gert,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114876,53819,138818,Nederlandstalig,311
115261,1,Vrij gesubsidieerd onderwijs,Sint-Franciscuscollege 2,True,"Minderbroedersstraat 11, 3550 Heusden-Zolder",Minderbroedersstraat,11,,3550,Heusden-Zolder,71070,7,Limburg,,117426,676255,216390,193039,"""KBO  0432.870.121""",011 52 07 20,,info@sfc.be,www.sfc.be,Mentens Annelies,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114876,53819,138818,Nederlandstalig,311
115279,1,Vrij gesubsidieerd onderwijs,Sint-Franciscuscollege 3,True,"Minderbroedersstraat 11, 3550 Heusden-Zolder",Minderbroedersstraat,11,,3550,Heusden-Zolder,71070,7,Limburg,,117426,676255,216390,193039,"""KBO  0432.870.121""",011 52 07 20,,info@sfc.be,www.sfc.be,Missotten Geert,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114876,53819,138818,Nederlandstalig,311
115287,2,Vrij gesubsidieerd onderwijs,Sint-Franciscuscollege 4,True,"Minderbroedersstraat 11, 3550 Heusden-Zolder",Minderbroedersstraat,11,,3550,Heusden-Zolder,71070,7,Limburg,,117426,676255,216390,193039,"""KBO  0432.870.121""",011 52 07 20,,info@sfc.be,www.sfc.be,Koninckx Gert,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114876,53819,138818,Nederlandstalig,311
115295,2,Vrij gesubsidieerd onderwijs,Sint-Franciscuscollege 5,True,"Minderbroedersstraat 11, 3550 Heusden-Zolder",Minderbroedersstraat,11,,3550,Heusden-Zolder,71070,7,Limburg,,117426,676255,216390,193039,"""KBO  0432.870.121""",011 52 07 20,,info@sfc.be,www.sfc.be,Witters Conny,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114876,53819,138818,Nederlandstalig,311
115303,1,Vrij gesubsidieerd onderwijs,Scheppersinstituut 2 Deurne & Antwerpen,True,"Van Helmontstraat 27, 2060 Antwerpen",Van Helmontstraat,27,,2060,Antwerpen,11002,1,Antwerpen,,2949,0,0,0,"""KBO  0413.209.805""",03 217 42 42,,sec.2@scheppersinstituut.be,www.scheppers.be,Paeschuyzen Ann,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114942,962878,113001,Nederlandstalig,311-311
115311,1,Vrij gesubsidieerd onderwijs,Scheppersinstituut 3 Deurne & Antwerpen,True,"Van Helmontstraat 27, 2060 Antwerpen",Van Helmontstraat,27,,2060,Antwerpen,11002,1,Antwerpen,,2949,0,0,0,"""KBO  0413.209.805""",03 217 42 42,,sec.2@scheppersinstituut.be,www.scheppers.be,Paeschuyzen Ann,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114942,962878,113001,Nederlandstalig,311-311-311
115329,1,Vrij gesubsidieerd onderwijs,Don Bosco-Instituut EG,True,"Brusselstraat 283, 1702 Dilbeek",Brusselstraat,283,,1702,Dilbeek,23016,V,Vlaams-Brabant,,24967,981294,142312,173379,"""KBO  0415.432.291""",02 466 55 79,,administratie@donboscogb.be,www.donboscogb.be,Pint Dirk,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114512,962217,113464,Nederlandstalig,311
115337,1,Vrij gesubsidieerd onderwijs,Don Bosco-Instituut ASO/TSO/BS O,True,"Brusselstraat 283, 1702 Dilbeek",Brusselstraat,283,,1702,Dilbeek,23016,V,Vlaams-Brabant,,24967,981294,142312,173379,"""KBO  0415.432.291""",02 466 55 79,,administratie@donboscogb.be,www.donboscogb.be,Vermaanen Bert,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114512,962217,113464,Nederlandstalig,311
115352,1,Vrij gesubsidieerd onderwijs,Sint-Janscollege,True,"Visitatiestraat 5, 9040 Gent",Visitatiestraat,5,,9040,Gent,44021,4,Oost-Vlaanderen,,71898,2976722,106512,194890,"""KBO  0725.908.903""",09 228 34 62,,visitatie@sjc-gent.be,sjc-gent.be,Ackerman Johan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,115014,139741,113282,Nederlandstalig,311-311
115361,1,Vrij gesubsidieerd onderwijs,Sint-Janscollege eerste graad,True,"Visitatiestraat 5, 9040 Gent",Visitatiestraat,5,,9040,Gent,44021,4,Oost-Vlaanderen,,71898,2976722,106512,194890,"""KBO  0725.908.903""",09 228 32 40,,heiveld@sjc-gent.be,sjc-gent.be,Joos Sabine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,115014,139741,113282,Nederlandstalig,311
115378,1,Vrij gesubsidieerd onderwijs,Sint-Andreas Middenschool,True,"Steensedijk 151, 8400 Oostende",Steensedijk,151,,8400,Oostende,35013,3,West-Vlaanderen,,56199,58346,47997,211357,"""KBO  0408.578.846""",059 50 89 70,,directie@saoo.be,www.saoo.be,Van Coillie Kristof,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,137844,966903,112748,Nederlandstalig,311
115386,1,Vrij gesubsidieerd onderwijs,"Vrije Lagere School Campus ""Sint-Jan""",True,"Sint-Jansstraat 15, 3700 Tongeren",Sint-Jansstraat,15,,3700,Tongeren,73083,7,Limburg,,123235,2366124,227278,163584,"""KBO  0410.556.656""",012 39 88 20,,info@csjt.be,www.csjt.be,NELISSEN Lode,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114918,974402,118968,Nederlandstalig,211
115394,1,Gemeenschapsonderwijs,GO! atheneum Gentbrugge,True,"Ooievaarsnest 3, 9050 Gent",Ooievaarsnest,3,,9050,Gent,44021,4,Oost-Vlaanderen,,71197,513409,107989,191912,"""KBO  0267.383.270""",09 210 51 51,,info@atheneumgentbrugge.be,www.atheneumgentbrugge.be,Coorevits Lieven,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,114454,114017,112771,Nederlandstalig,311
115402,1,Vrij gesubsidieerd onderwijs,Vrije Basisscholen - V.Z.W. Hollebeke - Voormezele,True,"Neerwaastenstraat 3, 8902 Ieper",Neerwaastenstraat,3,,8902,Ieper,33011,3,West-Vlaanderen,,49594,1329558,49046,166964,"""KBO  0453.158.561""",057 20 76 72,,lena.sohier@sirh.be,www.gvbdeschatkist.be,Sohier Lena,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,137836,103119,120014,Nederlandstalig,111-111-211-211
115411,1,Vrij gesubsidieerd onderwijs,Middenschool Sint-Rembert 2,True,"Bruggestraat 23, 8820 Torhout",Bruggestraat,23,,8820,Torhout,31033,3,West-Vlaanderen,,47128,1227604,61370,196172,"""KBO  0409.951.593""",050 23 15 10,,middenschool@sint-rembert.be,www.sint-rembert.be,Pascal Gryson Koen Soenens -,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/09/2000,31/12/4444,S,115121,966391,113258,Nederlandstalig,311
115428,2,Vrij gesubsidieerd onderwijs,Vrije Basisschool Sint-Niklaas,True,"De Breyne Peellaertstraat 23, 8600 Diksmuide",De Breyne Peellaertstraat,23,,8600,Diksmuide,32003,3,West-Vlaanderen,,48359,1733451,44562,192691,"""KBO  0408.634.769""",051 50 43 12,,maarten.dumoulin@vbsdiksmuide.be, ,Dumoulin Maarten,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,137836,966507,120212,Nederlandstalig,111-211-111-211-111
115436,1,Vrij gesubsidieerd onderwijs,Vrije Lagere school,True,"Gagelveldenstraat 71, 2170 Antwerpen",Gagelveldenstraat,71,,2170,Antwerpen,11002,1,Antwerpen,,924,473731,154600,214845,"""KBO  0448.528.295""",03 645 74 40,,groenendaal.ls@telenet.be,www.groenendaal.be,Van Thielen Hilde,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114942,60749,121624,Nederlandstalig,211-211
115485,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School - Mater Dei,True,"Sint-Jacobsplein 15, 3000 Leuven",Sint-Jacobsplein,15,,3000,Leuven,24062,V,Vlaams-Brabant,,35332,4140652,172611,174327,"""KBO  0429.683.571""",016 22 64 37,,directie.lager@materdei-leuven.be,materdei-leuven.be,HEUGHEBAERT Chris,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114991,970889,139006,Nederlandstalig,211
115493,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School - Sint-Niklaasinstituut,True,"Bergense Steenweg 1421, 1070 Anderlecht",Bergense Steenweg,1421,,1070,Anderlecht,21001,B,Brussels Hoofdstedelijk Gewest,,18649,2445979,144171,166977,"""KBO  0413.350.850""",02 523 15 20,,kaatje.vanlathem@sni.be,www.sni.be,VAN LATHEM Kathleen,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114512,962035,119339,Nederlandstalig,211
115501,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool,True,"Hoogstraat 6, 1570 Galmaarden",Hoogstraat,6,,1570,Galmaarden,23023,V,Vlaams-Brabant,,25423,2451383,121682,160704,"""KBO  0207.508.338""",054 89 04 50,,school@gbsgalmaarden.be,www.gbsgalmaarden.be,De Sterck Daisy Patrick Hugo,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114538,960261,119305,Nederlandstalig,111-211
115519,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool - De Knipoog,True,"Schoolstraat 2, 1570 Galmaarden",Schoolstraat,2,,1570,Galmaarden,23023,V,Vlaams-Brabant,,25467,725426,124518,158912,"""KBO  0207.508.338""",054 89 04 55,,info@centrumschooldeknipoog.be,www.centrumschooldeknipoog.be,Dens Els,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114538,960261,119305,Nederlandstalig,111-211
115527,1,Gemeenschapsonderwijs,GO! basisschool Magnolia Ukkel,True,"Drogenbossesteenweg 156, 1180 Ukkel",Drogenbossesteenweg,156,,1180,Ukkel,21016,B,Brussels Hoofdstedelijk Gewest,,23077,2852926,146840,163926,"""KBO  0267.377.629""",02 376 92 70,,secretariaat@bsgo-magnolia.be,www.bsgo-magnolia.be,DE MUNTER Anja,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114331,113878,138842,Nederlandstalig,211-111
115535,1,Gemeenschapsonderwijs,GO! basisschool De Buurt Schaarbeek,True,"Groenstraat 136, 1030 Schaarbeek",Groenstraat,136,,1030,Schaarbeek,21015,B,Brussels Hoofdstedelijk Gewest,,22776,2543757,149780,172208,"""KBO  0267.377.629""",02 217 18 58,477932743,directeur@bsdebuurt.be,www.bsdebuurt.be,VANMARSENILLE Hans,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114331,113878,124149,Nederlandstalig,111-211
115543,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School KSD Sint-Jan,True,"Peetersstraat 14, 3290 Diest",Peetersstraat,14,,3290,Diest,24020,V,Vlaams-Brabant,,32866,848404,198190,186104,"""KBO  0422.934.153""",013 35 19 20,,basisschool.sj@ksdiest.be,www.ksdsintjan.be,CHETTA Sabine,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,138701,964817,138727,Nederlandstalig,211
115551,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Maria-Assumpta,True,"Paul Jansonstraat 51, 1020 Brussel",Paul Jansonstraat,51,,1020,Brussel,21004,B,Brussels Hoofdstedelijk Gewest,,20342,0,149528,176540,"""KBO  0421.912.980""",02 268 19 73,,directie@malb.be,basisschool.mariaassumptalyceum.be/,VANACKERE Han,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114512,963314,119214,Nederlandstalig,111-211-211
115568,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School Terbank- Egenhoven,True,"Egenhovenweg 43, 3001 Leuven",Egenhovenweg,43,,3001,Leuven,24062,V,Vlaams-Brabant,,34787,925593,171580,173593,"""KBO  0416.238.282""",016 22 36 23,,directie@terbank-egenhoven.be,www.terbank-egenhoven.be,DETIEGE Carla,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114991,964429,139006,Nederlandstalig,211-211
115576,2,Gemeenschapsonderwijs,GO! basisschool Daltonschool Xcl Eigenwijs,True,"Mudakkers 25, 3920 Lommel",Mudakkers,25,,3920,Lommel,72020,7,Limburg,,118566,1826534,216113,213939,"""KBO  0267.380.401""",011 54 25 25,,info@xcleigenwijs.be,www.xcleigenwijs.be,DIERCKX Bianca,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114397,113944,118828,Nederlandstalig,211-111
115592,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Jan,True,"Bloemenlaan 71, 3630 Maasmechelen",Bloemenlaan,71,,3630,Maasmechelen,73107,7,Limburg,,123426,666010,243449,186582,"""KBO  0436.591.357""",089 76 03 10,,directie@sintjaneisden.be,www.sintjaneisden.be,VANHENGEL Bart,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114851,965509,118802,Nederlandstalig,111-211
115601,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool 2 - Maria-Middelares,True,"Hogebaan 2, 2960 Brecht",Hogebaan,2,,2960,Brecht,11009,1,Antwerpen,,4184,1854916,164108,220983,"""KBO  0406.633.304""",03 636 12 29,,filip.vanherck@maria-middelares.be,www.maria-middelares.be,Van Herck Filip,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114769,968081,121467,Nederlandstalig,111-211
115618,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School Regina Caeli,True,"H. Theresialaan 77, 1700 Dilbeek",H. Theresialaan,77,,1700,Dilbeek,23016,V,Vlaams-Brabant,,25029,1242011,143777,170119,"""KBO  0408.575.777""",02 568 18 32,,johan.van.linthoudt@rclager.be,www.reginacaeli.be,VAN LINTHOUDT Johan,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114512,970401,122242,Nederlandstalig,211
115626,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - 2,True,"Lenniksesteenweg 2, 1500 Halle",Lenniksesteenweg,2,,1500,Halle,23027,V,Vlaams-Brabant,,26227,715462,140109,159186,"""KBO  0415.432.291""",02 360 01 44,,directie.pedagogisch@donboscobasishalle.net,https://www.donboscohallebasis.com,BELLOT Sonia,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114827,962217,139048,Nederlandstalig,111-211
115634,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School - Westdiep,True,"Prof. Mac Leodstraat 11, 8400 Oostende",Prof. Mac Leodstraat,11,,8400,Oostende,35013,3,West-Vlaanderen,,56095,2129273,47885,213380,"""KBO  0449.490.377""",059 70 55 63,,info@westdiep.be,www.westdiep.be,DEPOTTER Ignaas,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,137844,61821,120741,Nederlandstalig,211
115642,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool Sint-Andreaslyceum,True,"Fortuinstraat 29, 8310 Brugge",Fortuinstraat,29,,8310,Brugge,31005,3,West-Vlaanderen,,45176,370834,72160,211482,"""KBO  0472.806.011""",050 28 85 10,,kleuter@sask.be,www.sask.be,De Spiegelaere Petra,Onderwijsinstelling,BaO,Autonome kleuterschool,01/09/2000,31/12/4444,S,137844,116137,120601,Nederlandstalig,111
115659,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Boomgaard,True,"Schoolstraat 40, 3500 Hasselt",Schoolstraat,40,,3500,Hasselt,71022,7,Limburg,,115057,2220282,217680,179897,"""KBO  0421.783.714""",011 28 47 49,,guy.meert@kt-scholengroep.be,www.kt-scholengroep.be,MEERT Guy,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114843,965061,118885,Nederlandstalig,211-111-111-211
115667,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School,True,"De Schom 8, 3600 Genk",De Schom,8,,3600,Genk,71016,7,Limburg,,113585,959850,227727,183621,"""KBO  0410.756.594""",089 36 78 13,,secretariaat@deschom.be,www.deschom.be,WALBERS Peter,Onderwijsinstelling,BaO,Autonome lagere school,01/09/2000,31/12/4444,S,114835,965442,122291,Nederlandstalig,211
115675,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Leieparel,True,"Kaaistraat 9, 9800 Deinze",Kaaistraat,9,,9800,Deinze,44083,4,Oost-Vlaanderen,,205715,4393832,90985,186275,"""KBO  0416.935.593""",09 381 55 50,,directie@leieparel.be,www.leieparel.be,De Graeve Franky,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115055,969493,121434,Nederlandstalig,111-211-211-111
115683,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool-Driekoningen,True,"Steenveldstraat 2, 8820 Torhout",Steenveldstraat,2,,8820,Torhout,31033,3,West-Vlaanderen,,47358,951416,60946,198061,"""KBO  0409.951.593""",050 22 36 95,,sabine.latre@sint-rembert.be,www.3koningen.be,LATRÉ Sabine,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115121,966391,120279,Nederlandstalig,211-111
115691,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool,True,"Nieuwstraat 16, 8750 Wingene",Nieuwstraat,16,,8750,Wingene,37018,3,West-Vlaanderen,,59796,2612066,73635,195070,"""KBO  0441.634.862""",051 65 68 52,,hubert.kaes@3span.be,www.centrumschoolwingene.be,KAES Hubert,Onderwijsinstelling,BaO,Autonome kleuterschool,01/09/2000,31/12/4444,S,137851,974071,119941,Nederlandstalig,111
115709,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - 't Fort,True,"Plein 9, 8500 Kortrijk",Plein,9,,8500,Kortrijk,34022,3,West-Vlaanderen,,52560,2467665,72665,169502,"""KBO  0472.817.095""",056 22 81 89,,tfort@kbkscholen.be,www.tfort.be,DESMET Christine,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,114744,115717,120824,Nederlandstalig,211-111
115733,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Don Bosco B,True,"Tulpenstraat 16, 9100 Sint-Niklaas",Tulpenstraat,16,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77959,1754312,135358,205700,"""KBO  0415.245.221""",03 777 71 11,,directeur-marc@donboscoschool.be,www.donboscoschool.be,Alenus Marc,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115022,963934,130856,Nederlandstalig,111-111-211
115741,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Heistraat 206, 9100 Sint-Niklaas",Heistraat,206,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77673,1209832,133938,207480,"""KBO  0421.743.231""",03 777 73 66,,directeur@berkenboomheistraat.be,www.berkenboomheistraat.be,DIAS Sofie,Onderwijsinstelling,BaO,Basisschool,01/09/2000,31/12/4444,S,115022,970781,120956,Nederlandstalig,211-111
